age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,length_of_stay
23,F,African-American,Less than 25,Low,Male,0,0,4,0,0,0
21,M,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,1
66,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,2
28,M,African-American,25 - 45,Medium,Male,7,-1,7,0,0,1
29,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,0
22,F,Caucasian,Less than 25,Medium,Male,3,0,7,1,1,2
39,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1
33,M,African-American,25 - 45,High,Male,9,-1,8,1,1,1
29,F,Caucasian,25 - 45,Low,Male,2,-1,1,1,1,1
31,F,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,1
22,M,African-American,Less than 25,High,Male,0,-1,8,0,0,54
22,M,Caucasian,Less than 25,Medium,Female,0,-1,5,0,0,1
35,F,Caucasian,25 - 45,Low,Male,3,0,4,0,0,1
29,F,Caucasian,25 - 45,Low,Male,3,-1,4,1,1,1
56,F,Caucasian,Greater than 45,Low,Male,1,-1,1,1,0,1
34,F,African-American,25 - 45,Low,Female,0,-1,1,0,0,1
23,F,African-American,Less than 25,Low,Male,1,-1,4,1,1,4
27,F,African-American,25 - 45,Medium,Male,1,0,5,1,1,1
43,F,Caucasian,25 - 45,Low,Male,2,-1,1,0,0,1
38,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1
39,F,Caucasian,25 - 45,Low,Male,3,-1,3,0,0,1
24,F,African-American,Less than 25,Low,Male,1,-1,3,1,1,1
26,M,African-American,25 - 45,Low,Male,2,0,3,0,0,0
55,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,2
35,F,African-American,25 - 45,Medium,Male,1,-1,6,1,1,1
61,F,African-American,Greater than 45,Medium,Male,25,-1,7,0,0,1
33,M,Other,25 - 45,Low,Male,0,-1,1,0,0,11
40,F,Caucasian,25 - 45,Medium,Male,4,0,7,0,0,1
33,F,African-American,25 - 45,Low,Male,3,0,2,0,0,0
26,F,Caucasian,25 - 45,Medium,Male,0,-1,6,1,1,1
32,F,Caucasian,25 - 45,High,Male,15,0,9,1,1,91
28,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,1
45,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
30,F,Caucasian,25 - 45,High,Male,0,-1,9,1,1,37
57,F,Caucasian,Greater than 45,Low,Female,4,-1,2,0,0,258
26,F,African-American,25 - 45,Medium,Male,3,-1,7,1,1,47
35,F,African-American,25 - 45,High,Male,1,-1,8,0,0,1
54,F,Hispanic,Greater than 45,Low,Male,0,0,1,0,0,2
29,F,African-American,25 - 45,Medium,Female,0,-1,5,0,0,3
40,M,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,1
28,F,Caucasian,25 - 45,Low,Male,1,-1,2,1,1,1
25,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,1
44,M,African-American,25 - 45,Medium,Male,3,-1,6,0,0,3
23,F,Caucasian,Less than 25,Low,Male,4,-1,4,1,1,1
29,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,73
56,M,Caucasian,Greater than 45,Low,Male,0,-4,1,0,0,0
27,M,African-American,25 - 45,Low,Female,0,-1,3,0,0,1
29,M,Caucasian,25 - 45,Medium,Female,0,-1,7,0,0,1
34,M,Caucasian,25 - 45,Low,Female,4,-1,4,0,0,1
22,F,African-American,Less than 25,Medium,Female,0,0,7,0,0,0
40,F,Caucasian,25 - 45,Low,Male,5,7,1,1,1,1
31,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,3
47,F,African-American,Greater than 45,Low,Male,3,-1,2,0,0,2
24,F,African-American,Less than 25,Medium,Male,8,-1,7,1,1,50
39,F,African-American,25 - 45,High,Male,4,-1,9,0,0,119
29,F,African-American,25 - 45,Medium,Male,10,0,6,1,1,1
30,F,Hispanic,25 - 45,Low,Male,2,-1,2,0,0,6
26,F,African-American,25 - 45,High,Female,4,-1,9,1,1,1
61,M,African-American,Greater than 45,High,Male,2,0,8,0,0,1
37,M,Hispanic,25 - 45,Low,Male,3,0,4,0,0,0
38,F,Other,25 - 45,Low,Male,1,-1,1,1,1,1
30,M,African-American,25 - 45,High,Male,0,-1,9,0,0,1
20,M,African-American,Less than 25,Medium,Male,0,-1,5,1,1,1
56,F,African-American,Greater than 45,High,Male,22,-1,9,1,1,71
50,F,Caucasian,Greater than 45,Low,Female,3,0,3,1,1,0
47,F,Other,Greater than 45,Low,Male,0,-1,1,0,0,2
30,F,African-American,25 - 45,Medium,Male,10,18,6,1,1,1
59,M,African-American,Greater than 45,Low,Male,1,-1,1,0,0,63
20,F,African-American,Less than 25,High,Male,1,-1,10,1,1,187
23,M,Caucasian,Less than 25,High,Male,4,-1,9,1,1,2
28,F,Caucasian,25 - 45,Medium,Female,2,-3,6,1,1,0
50,F,Hispanic,Greater than 45,High,Male,3,-1,9,1,1,34
35,M,Caucasian,25 - 45,Medium,Male,3,0,5,1,1,1
22,F,African-American,Less than 25,High,Male,1,0,9,1,1,5
41,F,Hispanic,25 - 45,Low,Female,0,-1,1,0,0,1
22,F,African-American,Less than 25,Medium,Male,0,-1,7,0,0,2
61,F,African-American,Greater than 45,Low,Male,8,-22,2,1,1,1
26,F,African-American,25 - 45,Low,Male,5,-1,4,0,0,1
44,F,Caucasian,25 - 45,Medium,Male,1,0,5,0,0,2
34,M,African-American,25 - 45,Low,Female,0,-1,1,1,1,1
29,F,Caucasian,25 - 45,Low,Male,1,3,2,1,1,1
29,M,African-American,25 - 45,High,Male,8,-1,9,0,0,5
48,F,African-American,Greater than 45,Low,Male,5,-1,4,1,1,1
31,M,African-American,25 - 45,Medium,Female,0,-5,6,0,0,4
21,F,Caucasian,Less than 25,Medium,Male,2,-10,6,0,0,1
34,F,Caucasian,25 - 45,Medium,Male,4,-1,5,0,0,1
54,F,African-American,Greater than 45,Medium,Male,21,-1,6,0,0,1
20,F,Caucasian,Less than 25,High,Male,4,-1,10,0,0,1
31,F,Caucasian,25 - 45,Low,Male,1,-1,3,1,1,36
22,M,Caucasian,Less than 25,Low,Male,0,0,4,0,0,1
36,M,African-American,25 - 45,Low,Male,6,-1,4,0,0,1
34,F,African-American,25 - 45,Medium,Male,9,-1,7,1,1,1
50,M,African-American,Greater than 45,High,Male,15,-1,8,0,0,1
47,F,Native American,Greater than 45,High,Male,22,0,10,1,1,3
49,M,Other,Greater than 45,Low,Female,0,-1,1,0,0,1
31,M,African-American,25 - 45,Low,Male,1,-1,4,0,0,1
49,F,African-American,Greater than 45,Low,Male,10,-1,3,1,1,10
21,F,African-American,Less than 25,High,Male,2,-1,9,0,0,36
26,F,African-American,25 - 45,Medium,Female,5,-1,7,1,1,1
29,F,Other,25 - 45,Low,Male,0,-1,2,0,0,1
61,F,Hispanic,Greater than 45,Low,Male,0,-1,1,0,0,1
25,F,Caucasian,25 - 45,High,Female,2,16,9,1,1,1
38,F,Caucasian,25 - 45,Low,Male,5,-1,4,0,0,1
35,M,Caucasian,25 - 45,Low,Male,2,-1,1,0,0,1
55,F,Other,Greater than 45,Low,Male,8,-1,1,1,1,6
32,F,African-American,25 - 45,Low,Male,4,0,4,1,1,45
29,F,Caucasian,25 - 45,Low,Male,1,-18,2,0,0,3
46,F,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0
53,M,Caucasian,Greater than 45,Medium,Male,1,-1,5,1,0,1
27,F,Caucasian,25 - 45,Medium,Female,1,-1,5,1,1,26
29,F,Caucasian,25 - 45,High,Male,4,-2,8,0,0,1
26,F,Other,25 - 45,Low,Male,0,-1,1,1,1,2
23,M,African-American,Less than 25,Low,Male,3,-1,2,1,1,1
43,M,Hispanic,25 - 45,Low,Male,3,21,3,1,1,2
24,M,Caucasian,Less than 25,Low,Male,1,-1,2,1,0,1
33,F,African-American,25 - 45,High,Male,18,0,10,1,1,1
32,M,African-American,25 - 45,Medium,Male,1,-1,6,1,1,22
38,F,African-American,25 - 45,High,Female,7,0,10,1,1,39
40,F,African-American,25 - 45,Medium,Male,20,-1,7,0,0,1
36,M,African-American,25 - 45,Low,Female,1,-1,1,0,0,1
34,F,African-American,25 - 45,High,Male,16,-1,9,1,1,1
41,M,Caucasian,25 - 45,Low,Male,1,-1,2,1,1,2
57,F,Caucasian,Greater than 45,Low,Male,7,-1,1,1,0,152
26,F,African-American,25 - 45,Medium,Male,1,-1,5,1,0,1
45,F,African-American,Greater than 45,Low,Male,0,0,3,1,1,1
26,F,African-American,25 - 45,Low,Male,2,-7,3,0,0,7
48,F,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,1
52,M,Caucasian,Greater than 45,Low,Male,7,-1,2,0,0,1
22,F,Hispanic,Less than 25,Low,Male,2,-1,3,1,1,32
43,M,African-American,25 - 45,Low,Female,0,-1,1,0,0,1
24,F,Caucasian,Less than 25,Medium,Male,3,0,5,0,0,36
27,F,African-American,25 - 45,Medium,Male,11,-1,7,1,1,5
23,F,Hispanic,Less than 25,High,Male,2,-1,9,0,0,23
28,F,African-American,25 - 45,Medium,Male,2,-1,6,1,1,1
21,F,African-American,Less than 25,Medium,Male,0,0,5,0,0,0
33,M,African-American,25 - 45,High,Male,5,-1,9,1,1,1
25,F,African-American,25 - 45,High,Male,1,-1,8,1,1,1
36,F,African-American,25 - 45,High,Male,17,-1,8,1,1,15
25,F,Caucasian,25 - 45,Medium,Female,0,0,5,0,0,1
46,M,Caucasian,Greater than 45,Medium,Male,0,-1,5,0,0,1
24,F,African-American,Less than 25,Medium,Female,0,0,7,0,0,2
28,F,African-American,25 - 45,Medium,Male,4,0,7,1,1,6
28,M,African-American,25 - 45,Medium,Male,12,-2,7,1,1,1
23,M,African-American,Less than 25,Low,Male,0,0,3,1,1,1
24,M,Other,Less than 25,Low,Male,0,0,3,0,0,0
40,M,Hispanic,25 - 45,Low,Male,0,0,3,0,0,0
36,M,Hispanic,25 - 45,Low,Male,1,0,2,0,0,0
50,M,Caucasian,Greater than 45,Medium,Male,1,-1,6,1,1,40
24,M,Caucasian,Less than 25,Low,Male,0,0,2,0,0,1
55,F,African-American,Greater than 45,Low,Female,2,-1,1,0,0,1
22,F,African-American,Less than 25,Medium,Male,0,-1,7,1,1,3
38,F,African-American,25 - 45,Medium,Male,14,-1,7,0,0,56
31,F,African-American,25 - 45,Low,Male,1,-1,1,0,0,1
30,F,African-American,25 - 45,Low,Female,3,-1,2,0,0,1
37,F,African-American,25 - 45,High,Male,16,-1,8,1,1,2
41,M,Caucasian,25 - 45,Low,Female,1,0,2,0,0,29
20,F,African-American,Less than 25,Medium,Male,0,-1,5,1,1,1
21,M,Caucasian,Less than 25,Low,Male,0,0,4,1,1,1
22,M,Caucasian,Less than 25,Medium,Male,1,0,5,0,0,9
38,M,African-American,25 - 45,Medium,Male,7,-1,6,0,0,198
31,F,African-American,25 - 45,Medium,Male,0,-1,5,0,0,8
28,F,Caucasian,25 - 45,Medium,Male,0,0,7,0,0,54
21,F,Hispanic,Less than 25,Medium,Male,2,-1,7,1,1,3
39,F,African-American,25 - 45,High,Male,1,-1,8,0,0,1
34,F,African-American,25 - 45,Medium,Male,22,-1,7,1,1,1
45,M,Hispanic,Greater than 45,Low,Male,0,0,1,0,0,1
24,M,African-American,Less than 25,High,Male,0,-1,9,1,1,15
27,F,African-American,25 - 45,Medium,Male,9,-1,7,1,1,1
30,F,Hispanic,25 - 45,Low,Male,0,0,1,0,0,0
43,F,African-American,25 - 45,Low,Male,2,0,1,0,0,1
26,F,African-American,25 - 45,Low,Male,1,-1,4,0,0,1
32,F,African-American,25 - 45,Low,Male,7,-1,2,1,0,5
57,F,Caucasian,Greater than 45,Low,Female,2,-1,1,0,0,1
40,M,Caucasian,25 - 45,Low,Female,0,0,1,0,0,0
33,F,Caucasian,25 - 45,Medium,Male,6,-1,6,1,1,152
30,F,African-American,25 - 45,Medium,Male,2,-1,5,1,1,1
29,M,Caucasian,25 - 45,High,Male,1,-1,10,0,0,11
36,M,African-American,25 - 45,Low,Male,2,-4,2,0,0,0
35,F,African-American,25 - 45,High,Male,6,0,8,1,1,1
49,M,Hispanic,Greater than 45,Low,Male,0,-1,2,0,0,1
26,F,Hispanic,25 - 45,High,Male,5,0,9,1,1,0
21,F,African-American,Less than 25,Medium,Male,2,-1,5,1,1,8
49,F,African-American,Greater than 45,Medium,Male,29,-1,6,1,1,1
37,M,African-American,25 - 45,High,Female,23,0,8,1,1,0
33,M,Hispanic,25 - 45,Low,Male,0,-1,2,0,0,1
29,F,African-American,25 - 45,Low,Male,3,0,2,1,1,0
25,F,African-American,25 - 45,Medium,Male,1,0,5,1,1,1
20,F,African-American,Less than 25,High,Male,2,-1,8,1,1,33
55,F,African-American,Greater than 45,Low,Male,5,-1,4,0,0,301
26,M,Caucasian,25 - 45,Low,Male,0,-1,4,0,0,1
52,F,Caucasian,Greater than 45,Low,Female,6,-13,1,0,0,7
52,F,African-American,Greater than 45,High,Male,16,-1,8,1,1,1
27,F,Hispanic,25 - 45,Medium,Male,1,-1,7,1,1,2
60,M,Caucasian,Greater than 45,Low,Male,2,-1,2,0,0,11
44,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,2
30,F,Hispanic,25 - 45,Low,Male,1,-18,2,0,0,17
25,M,African-American,25 - 45,Low,Female,2,-1,4,0,0,1
20,F,Caucasian,Less than 25,High,Female,4,-1,8,1,1,3
28,F,Caucasian,25 - 45,Medium,Male,3,-1,7,1,1,37
22,F,Caucasian,Less than 25,Medium,Male,1,-12,6,0,0,12
24,F,Caucasian,Less than 25,High,Male,1,-1,8,1,1,1
28,F,African-American,25 - 45,Low,Female,0,-1,3,0,0,191
35,F,African-American,25 - 45,Medium,Male,10,-28,6,1,1,23
30,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,0
22,F,African-American,Less than 25,Low,Male,0,-1,3,1,1,7
39,F,African-American,25 - 45,Medium,Male,9,0,5,0,0,0
46,F,Other,Greater than 45,Low,Female,1,-1,1,0,0,1
47,M,Other,Greater than 45,Low,Male,3,-1,2,0,0,4
26,M,African-American,25 - 45,Medium,Male,5,-1,7,0,0,324
23,F,African-American,Less than 25,Low,Female,0,-1,3,0,0,25
52,F,African-American,Greater than 45,Medium,Female,0,0,7,1,1,0
22,M,African-American,Less than 25,Medium,Female,0,-1,5,1,1,1
54,F,Caucasian,Greater than 45,Low,Male,0,-1,2,0,0,2
50,M,African-American,Greater than 45,Medium,Male,2,0,6,0,0,31
20,F,African-American,Less than 25,Medium,Male,2,-1,5,1,1,1
25,F,Caucasian,25 - 45,Low,Male,1,-1,3,0,0,1
46,F,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,0
22,M,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,1
38,F,Caucasian,25 - 45,Low,Male,10,0,4,1,1,0
36,F,Hispanic,25 - 45,Low,Female,9,-1,1,1,1,1
34,F,African-American,25 - 45,Low,Female,5,-1,2,1,1,9
18,F,African-American,Less than 25,Medium,Male,4,7,5,1,1,24
26,F,Caucasian,25 - 45,Medium,Female,3,-1,6,1,1,1
23,F,Caucasian,Less than 25,Medium,Female,0,-1,6,0,0,12
32,M,Hispanic,25 - 45,Medium,Female,8,-8,5,1,1,7
44,M,Caucasian,25 - 45,Low,Male,1,0,1,1,1,0
53,F,Caucasian,Greater than 45,Low,Male,9,-1,4,1,1,118
27,F,African-American,25 - 45,Low,Male,4,0,4,1,1,1
25,F,Caucasian,25 - 45,Medium,Male,2,0,6,1,0,0
19,F,Caucasian,Less than 25,High,Male,1,-1,10,1,1,8
53,F,Caucasian,Greater than 45,Low,Male,0,-1,2,0,0,11
39,M,African-American,25 - 45,Low,Male,0,-3,3,0,0,1
37,F,Other,25 - 45,Low,Male,2,-1,4,1,1,51
27,F,African-American,25 - 45,High,Male,6,0,8,1,1,0
21,F,African-American,Less than 25,High,Female,2,-10,10,1,1,1
24,F,African-American,Less than 25,High,Female,7,-1,9,0,0,1
33,M,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1
24,M,Caucasian,Less than 25,Low,Female,1,-24,4,0,0,1
46,F,Caucasian,Greater than 45,Low,Male,1,-4,1,0,0,1
32,F,Hispanic,25 - 45,Medium,Male,7,-1,7,0,0,1
24,F,Hispanic,Less than 25,Low,Male,2,-25,3,0,0,9
38,F,Caucasian,25 - 45,Low,Female,0,-1,1,0,0,3
30,F,African-American,25 - 45,High,Male,13,0,10,1,1,3
26,M,African-American,25 - 45,High,Male,27,-1,9,1,1,10
57,F,Caucasian,Greater than 45,Low,Male,2,-28,1,0,0,9
43,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,2
22,M,African-American,Less than 25,Medium,Male,0,0,6,0,0,0
28,M,African-American,25 - 45,High,Female,9,-12,9,1,1,12
51,F,Caucasian,Greater than 45,Low,Male,3,-1,4,0,0,7
41,F,Hispanic,25 - 45,Low,Male,3,-1,1,0,0,1
24,F,Caucasian,Less than 25,Medium,Male,1,-1,7,0,0,1
48,F,African-American,Greater than 45,Low,Male,3,-1,2,1,1,1
26,M,Caucasian,25 - 45,Low,Male,0,-1,3,1,1,2
31,F,African-American,25 - 45,Low,Male,6,0,2,1,1,1
27,M,African-American,25 - 45,High,Male,6,-1,10,0,0,1
25,M,African-American,25 - 45,Low,Male,0,-1,4,0,0,1
56,M,Caucasian,Greater than 45,Low,Male,3,0,3,0,0,0
29,M,African-American,25 - 45,Low,Female,1,-1,4,0,0,2
30,F,Caucasian,25 - 45,Low,Female,3,-1,3,1,1,0
21,F,African-American,Less than 25,High,Male,0,-1,8,0,0,2
22,F,Caucasian,Less than 25,Low,Male,1,-2,4,1,1,1
28,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,1
35,F,African-American,25 - 45,Low,Male,2,0,1,0,0,0
23,F,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,1
48,F,African-American,Greater than 45,High,Male,4,0,8,0,0,0
22,M,Caucasian,Less than 25,High,Male,4,-1,8,1,1,3
37,F,African-American,25 - 45,High,Male,2,0,9,0,0,170
33,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,1
23,F,African-American,Less than 25,Medium,Male,5,-1,7,1,1,2
22,M,African-American,Less than 25,Medium,Male,0,-1,7,1,1,1
24,F,African-American,Less than 25,Low,Male,0,0,4,0,0,1
44,M,African-American,25 - 45,Medium,Male,2,-1,7,0,0,5
26,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,1
29,F,African-American,25 - 45,Medium,Male,2,-1,6,0,0,2
26,F,Hispanic,25 - 45,Low,Male,0,-1,2,0,0,1
30,M,Caucasian,25 - 45,Low,Male,1,-1,1,0,0,1
23,F,African-American,Less than 25,Medium,Male,1,-1,6,1,1,4
42,F,Other,25 - 45,Low,Male,1,-2,2,0,0,1
28,F,African-American,25 - 45,Low,Female,0,-1,3,1,1,2
20,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,11
24,M,Caucasian,Less than 25,Medium,Female,7,-1,7,0,0,1
36,F,Other,25 - 45,Medium,Female,6,-21,7,1,1,0
37,F,African-American,25 - 45,Low,Male,6,-1,2,1,1,1
21,F,African-American,Less than 25,High,Female,1,-1,9,0,0,4
27,F,African-American,25 - 45,Medium,Male,8,-1,5,1,1,26
26,F,African-American,25 - 45,Low,Male,2,-1,4,1,1,1
42,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,6
23,F,African-American,Less than 25,High,Male,8,-1,10,1,1,3
55,M,Caucasian,Greater than 45,Low,Female,0,-3,1,0,0,1
24,F,Caucasian,Less than 25,Medium,Male,1,-1,6,1,1,4
23,M,African-American,Less than 25,Low,Male,0,0,4,0,0,1
64,F,African-American,Greater than 45,Low,Female,0,-1,1,0,0,4
48,M,Other,Greater than 45,Low,Male,0,-1,1,0,0,2
39,F,African-American,25 - 45,Medium,Female,0,0,5,1,1,58
30,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,1
22,M,African-American,Less than 25,Low,Female,1,-3,4,0,0,0
20,F,African-American,Less than 25,Medium,Male,2,0,6,1,1,58
21,F,African-American,Less than 25,Low,Male,0,-1,4,1,1,4
24,F,Caucasian,Less than 25,Low,Male,0,0,4,0,0,0
30,M,African-American,25 - 45,Medium,Male,3,-1,7,0,0,206
51,F,African-American,Greater than 45,High,Male,12,21,8,1,1,152
21,F,African-American,Less than 25,High,Male,1,-1,10,1,1,2
31,F,African-American,25 - 45,High,Male,1,-1,10,0,0,1
23,M,African-American,Less than 25,Medium,Male,2,-1,7,1,1,4
23,M,Hispanic,Less than 25,Medium,Male,0,-1,7,0,0,1
32,F,African-American,25 - 45,Low,Male,4,-1,4,1,1,1
28,F,African-American,25 - 45,Medium,Male,11,-1,6,1,1,2
24,F,African-American,Less than 25,Low,Male,0,-1,2,0,0,1
19,F,African-American,Less than 25,Low,Female,1,-1,4,1,1,2
31,M,Other,25 - 45,Low,Male,1,0,1,0,0,1
29,F,African-American,25 - 45,Low,Male,3,0,4,1,1,0
41,F,African-American,25 - 45,Medium,Male,6,-1,6,1,1,39
28,M,African-American,25 - 45,Low,Male,4,-1,3,1,1,34
29,F,Caucasian,25 - 45,Low,Male,6,-1,4,1,1,1
49,F,Caucasian,Greater than 45,Medium,Male,0,-1,5,0,0,1
42,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,0
38,M,African-American,25 - 45,Low,Male,4,-1,2,0,0,1
22,F,African-American,Less than 25,Medium,Male,3,-1,6,1,1,16
46,M,Caucasian,Greater than 45,Low,Male,0,-1,2,1,1,38
38,F,African-American,25 - 45,Low,Male,0,-1,3,1,1,1
36,F,African-American,25 - 45,Medium,Male,0,-1,6,0,0,1
22,F,Caucasian,Less than 25,High,Male,6,-1,9,1,1,1
29,M,African-American,25 - 45,High,Male,11,-1,10,0,0,1
39,M,African-American,25 - 45,Low,Male,2,-1,2,0,0,1
47,M,Caucasian,Greater than 45,Low,Male,0,-1,2,0,0,3
26,F,African-American,25 - 45,High,Male,7,-1,10,1,1,2
21,F,African-American,Less than 25,Medium,Female,0,-4,5,1,1,4
63,M,African-American,Greater than 45,Low,Male,2,-1,1,0,0,2
27,F,African-American,25 - 45,Low,Male,2,-1,2,1,1,1
55,M,Caucasian,Greater than 45,Medium,Male,27,-1,5,0,0,2
54,M,Other,Greater than 45,Low,Male,2,-1,2,1,1,1
26,F,Caucasian,25 - 45,Medium,Male,0,-1,5,1,1,2
37,M,Caucasian,25 - 45,Low,Male,1,-9,2,0,0,1
34,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,1
48,F,Hispanic,Greater than 45,Low,Female,4,-6,1,1,1,1
25,F,African-American,25 - 45,Medium,Male,2,-1,7,1,1,50
57,F,Other,Greater than 45,Low,Male,0,-1,1,1,0,1
21,F,Hispanic,Less than 25,Low,Male,0,-1,3,1,1,2
32,F,African-American,25 - 45,High,Male,8,-1,9,0,0,1
25,F,African-American,25 - 45,High,Female,5,-1,9,1,1,1
33,F,African-American,25 - 45,Low,Female,2,-1,3,1,1,2
26,F,African-American,25 - 45,Medium,Male,2,-1,5,1,1,22
29,M,African-American,25 - 45,Low,Male,2,-1,4,0,0,3
28,M,Caucasian,25 - 45,Low,Male,6,0,4,1,1,2
53,F,African-American,Greater than 45,Medium,Male,20,-3,5,0,0,3
57,M,Hispanic,Greater than 45,Low,Male,1,-15,1,0,0,1
27,F,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,44
48,F,Caucasian,Greater than 45,Low,Male,0,-1,2,0,0,1
29,M,Hispanic,25 - 45,Low,Male,0,0,2,1,1,3
25,M,Caucasian,25 - 45,Low,Male,1,0,4,1,1,3
67,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,2
29,M,African-American,25 - 45,Medium,Male,2,0,5,1,0,0
53,F,African-American,Greater than 45,Low,Female,3,-1,2,0,0,2
49,F,African-American,Greater than 45,Low,Male,0,-4,1,0,0,1
44,M,Caucasian,25 - 45,Low,Female,0,-1,1,1,0,1
55,F,Hispanic,Greater than 45,Low,Female,0,-1,1,0,0,1
26,F,African-American,25 - 45,High,Male,10,-1,8,1,1,2
46,M,African-American,Greater than 45,Low,Male,0,-1,1,1,0,1
30,F,Caucasian,25 - 45,Low,Male,1,-1,3,1,1,1
48,F,African-American,Greater than 45,Medium,Female,0,-1,6,1,1,10
77,M,African-American,Greater than 45,Low,Male,1,-1,1,1,1,2
21,F,African-American,Less than 25,High,Male,2,-1,10,1,1,1
54,F,African-American,Greater than 45,Low,Male,4,-1,3,1,1,3
54,F,Caucasian,Greater than 45,Low,Male,3,-1,2,0,0,1
26,F,African-American,25 - 45,High,Male,15,-1,9,0,0,43
23,F,African-American,Less than 25,High,Male,8,0,9,1,1,255
39,F,Caucasian,25 - 45,Low,Male,2,0,2,0,0,18
35,F,Hispanic,25 - 45,Medium,Male,13,-1,7,0,0,4
29,M,African-American,25 - 45,Low,Male,1,-1,1,1,1,1
30,M,African-American,25 - 45,Low,Male,9,-1,4,1,1,1
41,F,African-American,25 - 45,Low,Male,6,-1,3,1,0,6
32,M,African-American,25 - 45,High,Male,1,-1,10,0,0,115
48,M,African-American,Greater than 45,Medium,Male,12,-24,6,0,0,0
52,M,African-American,Greater than 45,Medium,Male,0,-1,6,1,1,4
31,F,African-American,25 - 45,Low,Male,3,0,1,1,1,0
22,F,Caucasian,Less than 25,Medium,Male,1,-1,5,1,1,1
46,M,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,0
29,F,African-American,25 - 45,Low,Male,7,-1,4,1,1,1
22,F,African-American,Less than 25,Medium,Female,0,-2,7,0,0,1
39,F,African-American,25 - 45,Low,Male,8,-1,4,0,0,40
35,F,African-American,25 - 45,Medium,Male,9,-1,6,0,0,1
26,M,African-American,25 - 45,Low,Male,1,0,1,0,0,14
27,F,African-American,25 - 45,Low,Male,1,0,2,1,0,0
27,F,African-American,25 - 45,High,Male,5,-28,10,1,1,28
34,F,Caucasian,25 - 45,High,Female,10,22,9,1,1,14
32,M,African-American,25 - 45,Low,Female,0,0,1,1,1,0
25,F,African-American,25 - 45,High,Male,5,-1,9,1,1,5
22,M,Caucasian,Less than 25,Medium,Male,2,-1,5,1,1,25
52,F,African-American,Greater than 45,High,Male,7,-1,9,1,1,118
21,F,African-American,Less than 25,High,Male,2,0,10,1,1,1
28,F,African-American,25 - 45,High,Male,11,-1,9,1,1,2
26,F,Hispanic,25 - 45,Medium,Male,0,-1,6,0,0,0
23,M,Caucasian,Less than 25,Low,Male,4,-1,4,1,1,8
31,M,African-American,25 - 45,Low,Male,1,-1,1,0,0,1
34,M,Caucasian,25 - 45,Medium,Male,1,-1,5,0,0,1
32,M,African-American,25 - 45,Low,Male,0,-1,4,0,0,1
50,M,Caucasian,Greater than 45,Low,Female,0,-3,3,1,1,0
27,M,African-American,25 - 45,Medium,Male,1,-1,5,0,0,1
26,F,African-American,25 - 45,Low,Female,4,-1,3,0,0,2
27,F,African-American,25 - 45,Medium,Male,4,-1,5,1,1,2
29,F,Caucasian,25 - 45,Low,Male,0,0,3,1,1,1
58,M,African-American,Greater than 45,Low,Male,0,-1,1,0,0,1
27,F,African-American,25 - 45,High,Male,14,0,10,1,1,2
28,F,African-American,25 - 45,Medium,Male,5,0,5,1,1,0
24,F,African-American,Less than 25,High,Male,15,-1,10,1,1,2
50,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
30,F,African-American,25 - 45,High,Female,15,-4,9,1,1,0
46,F,Hispanic,Greater than 45,Low,Male,0,-1,1,0,0,1
43,F,Caucasian,25 - 45,Low,Male,0,-1,1,1,1,1
24,F,Caucasian,Less than 25,Low,Male,0,-1,2,1,1,1
34,F,African-American,25 - 45,Medium,Male,10,-1,7,0,0,1
